"","abdt","tg","inuidur1","inuidur2","female","black","hispanic","othrace","dep","q1","q2","q3","q4","q5","q6","recall","agelt35","agegt54","durable","nondurable","lusd","husd","muld"
"7118",10782,3,9,9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"7119",10593,5,27,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"7120",10698,0,27,27,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0
"7121",10565,3,19,19,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"7122",10733,6,2,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7123",10726,1,16,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7124",10712,3,27,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
"7125",10719,6,7,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"7126",10607,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"7127",10579,4,18,18,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"7128",10593,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"7129",10579,2,27,27,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"7130",10656,4,20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7131",10712,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"7132",10719,5,19,19,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"7133",10572,6,8,8,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"7134",10663,6,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"7135",10607,0,27,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7136",10768,4,11,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
"7137",10838,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7138",10789,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"7139",10621,4,10,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"7140",10726,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7141",10593,0,27,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
"7142",10831,5,27,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7143",10824,4,27,27,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7144",10712,2,15,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"7145",10712,6,10,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"7146",10866,1,27,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"7147",10873,5,27,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"7148",10572,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"7149",10635,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7150",10635,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7151",10642,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"7152",10873,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"7153",10649,3,17,17,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"7154",10705,6,3,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"7155",10621,4,27,20,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7156",10719,2,15,15,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"7157",10607,5,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"7158",10684,2,27,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"7159",10565,5,14,14,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"7160",10838,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"7161",10656,3,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"7162",10705,0,27,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7163",10628,0,12,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7164",10551,6,25,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7165",10614,0,9,9,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"7166",10614,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7167",10544,0,24,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"7168",10789,1,7,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7169",10530,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"7170",10810,2,21,21,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"7171",10656,5,6,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"7172",10838,4,1,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"7173",10572,2,20,20,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
"7174",10607,3,9,9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"7175",10656,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"7176",10670,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"7177",10782,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"7178",10747,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7179",10537,2,22,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"7180",10635,0,27,27,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"7181",10859,0,23,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
"7182",10747,1,27,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"7183",10628,4,27,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"7184",10719,2,9,9,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"7185",10866,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"7186",10719,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"7187",10712,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"7188",10796,0,27,27,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"7189",10565,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"7190",10600,2,5,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
"7191",10845,3,5,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"7192",10586,6,17,17,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"7193",10866,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"7194",10684,3,27,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7195",10880,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"7196",10565,0,10,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7197",10866,5,20,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"7198",10565,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"7199",10642,0,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7200",10649,6,4,4,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"7201",10663,2,13,13,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7202",10726,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"7203",10551,2,13,13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"7204",10649,4,21,21,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7205",10649,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7206",10684,6,27,27,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7207",10698,0,27,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"7208",10775,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"7209",10873,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"7210",10537,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"7211",10642,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"7212",10747,0,13,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"7213",10859,0,27,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7214",10775,5,10,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"7215",10621,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"7216",10796,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"7217",10761,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7218",10873,5,26,26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"7219",10607,3,9,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"7220",10628,2,8,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"7221",10642,0,10,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"7222",10761,6,52,52,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"7223",10579,5,32,32,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"7224",10649,2,27,27,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"7225",10586,3,27,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"7226",10614,6,15,15,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"7227",10768,5,9,9,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
"7228",10880,0,26,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"7229",10817,0,24,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"7230",10733,2,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"7231",10558,4,11,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"7232",10733,1,14,14,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"7233",10880,0,28,14,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"7234",10572,1,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"7235",10838,5,22,22,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"7236",10831,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"7237",10565,0,20,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"7238",10768,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"7239",10866,0,27,27,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"7240",10873,0,27,27,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"7241",10859,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"7242",10831,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"7243",10635,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"7244",10873,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"7245",10586,5,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"7246",10691,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"7247",10565,1,27,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"7248",10782,5,8,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"7249",10551,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"7250",10866,0,15,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"7251",10572,0,19,19,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"7252",10873,2,14,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"7253",10761,3,9,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"7254",10614,2,27,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"7255",10628,0,27,27,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"7256",10705,2,7,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"7257",10803,0,27,27,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
"7258",10586,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"7259",10698,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"7260",10817,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"7261",10642,6,3,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"7262",10684,1,27,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"7263",10684,0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"7264",10803,5,7,7,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"7265",10838,0,22,22,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"7266",10726,0,10,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"7267",10642,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"7268",10481,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"7269",10677,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"7270",10537,2,27,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"7271",10761,1,12,12,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"7272",10817,2,3,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"7273",10747,6,27,27,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"7274",10726,4,8,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"7275",10747,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7276",10572,5,27,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"7277",10635,2,27,27,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"7278",10558,2,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"7279",10873,3,27,27,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"7280",10684,6,23,23,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"7281",10656,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"7282",10824,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7283",10775,3,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"7284",10530,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7285",10600,2,9,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"7286",10824,3,27,27,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"7287",10719,2,9,9,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
"7288",10537,4,1,1,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7289",10691,0,29,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
"7290",10579,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7291",10719,0,19,19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7292",10649,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"7293",10866,2,15,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"7294",10691,0,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"7295",10523,5,13,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"7296",10705,1,27,27,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7297",10621,4,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"7298",10838,0,12,12,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"7299",10642,2,11,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7300",10712,2,27,27,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
"7301",10831,5,27,27,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"7302",10516,2,12,12,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"7303",10684,3,4,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"7304",10712,3,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"7305",10831,3,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"7306",10803,0,27,27,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"7307",10873,3,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"7308",10642,0,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"7309",10768,4,27,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7310",10530,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"7311",10565,0,27,27,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"7312",10761,2,4,4,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"7313",10712,4,17,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"7314",10551,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"7315",10845,1,29,29,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"7316",10880,3,13,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
"7317",10558,5,19,19,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"7318",10663,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"7319",10810,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"7320",10586,6,14,14,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"7321",10635,5,27,27,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"7322",10677,2,27,27,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7323",10565,5,26,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7324",10817,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7325",10544,6,28,28,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"7326",10586,3,13,13,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7327",10516,5,27,27,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7328",10544,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7329",10579,5,14,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7330",10775,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"7331",10733,4,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7332",10670,5,3,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"7333",10530,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"7334",10747,5,16,16,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7335",10558,2,19,19,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7336",10733,0,14,14,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"7337",10544,6,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7338",10817,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7339",10810,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7340",10831,2,27,27,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7341",10628,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7342",10565,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7343",10852,4,26,26,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7344",10516,2,27,27,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7345",10544,0,24,24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7346",10523,1,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7347",10544,0,18,18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7348",10719,4,9,9,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"7349",10775,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"7350",10593,2,5,5,1,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0
"7351",10572,2,18,18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7352",10516,4,18,18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7353",10761,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
"7354",10782,0,23,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"7355",10614,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7356",10747,6,6,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"7357",10530,0,30,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"7358",10726,0,30,12,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7359",10558,6,28,22,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"7360",10551,3,7,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"7361",10537,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7362",10635,4,27,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7363",10635,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"7364",10733,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"7365",10586,5,27,27,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"7366",10684,6,27,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"7367",10628,0,27,27,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7368",10733,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7369",10845,2,5,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
"7370",10726,5,9,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7371",10691,0,27,27,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"7372",10558,3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"7373",10530,0,11,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7374",10544,6,27,27,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"7375",10747,2,27,27,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"7376",10614,1,1,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7377",10649,2,19,19,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7378",10551,3,13,13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7379",10705,0,9,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"7380",10845,5,28,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7381",10859,1,27,27,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"7382",10719,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"7383",10789,5,3,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7384",10852,0,27,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"7385",10712,2,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7386",10684,5,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"7387",10621,4,7,7,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"7388",10579,0,28,28,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"7389",10824,0,11,11,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
