rownames,wage,lwage,sex,shs,hsg,scl,clg,ad,mw,so,we,ne,exp1,exp2,exp3,exp4,occ,occ2,ind,ind2
12254,23.504273504273506,3.157182255862861,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.69,2.197,2.8561,2310,8,7860,17
12271,23.076923076923077,3.138833117194664,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,6260,19,770,4
12276,14.423076923076923,2.668829487948929,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.5,4.6225,9.938375,21.36750625,4610,15,8180,18
12282,21.634615384615383,3.074294596057093,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.5,10.5625,34.328125,111.56640625,7420,20,770,4
12287,10.576923076923077,2.358674559645089,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,4220,14,7860,17
12288,28.846153846153847,3.361976668508874,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,8.41,24.389,70.7281,7360,20,2880,6
12312,10.683760683760683,2.3687248954985907,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.96,2.744,3.8416,4760,16,5790,9
12315,17.094017094017094,2.8387285247443264,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.0,14.44,54.872,208.5136,2025,6,7860,17
12326,14.903846153846153,2.7016193107719197,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.16,0.064,0.0256,1965,5,7460,14
12328,19.23076923076923,2.9565115604007097,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,4.0,8.0,16.0,8300,21,7690,16
12332,19.23076923076923,2.9565115604007097,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,12.96,46.656,167.9616,7200,20,4670,9
12334,22.435897435897434,3.110662240227968,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,9600,22,1070,5
12337,15.0093808630394,2.7086753964961283,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.56,4.096,6.5536,2160,7,4670,9
12338,23.35164835164835,3.150667574841667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,9130,22,6170,10
12339,13.942307692307692,2.634927936273247,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.5,12.6025,44.738875,158.82300625,2016,6,8370,18
12345,31.971153846153847,3.464834053948582,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1105,3,7380,14
12350,8.653846153846153,2.158003864182938,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.125,0.0625,800,2,8390,18
12355,30.28846153846154,3.410766832678306,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,11.56,39.304,133.6336,6200,19,770,4
12361,13.354700854700855,2.5918684468128004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,4020,13,8290,18
12364,96.15384615384616,4.56594947283481,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,4.0,8.0,16.0,2850,9,7890,17
12365,16.346153846153847,2.793992630902935,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,2.89,4.913,8.3521,50,1,8680,20
12379,11.538461538461538,2.445685936634719,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,2.25,3.375,5.0625,4700,16,5380,9
12381,5.288461538461538,1.665527379085144,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,12.25,42.875,150.0625,4020,13,8370,18
12382,14.423076923076923,2.668829487948929,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.5,2.4025,3.723875,5.77200625,6355,19,770,4
12404,9.615384615384615,2.2633643798407643,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.81,0.729,0.6561,4210,14,7770,16
12413,38.46153846153846,3.649658740960655,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.64,0.512,0.4096,7420,20,6670,11
12418,8.461538461538462,2.1355310083308794,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,4.0,8.0,16.0,5610,17,1280,5
12419,19.23076923076923,2.9565115604007097,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.5,4.2025,8.615125,17.66100625,5110,17,7390,14
12429,22.435897435897434,3.110662240227968,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,10.24,32.768,104.8576,510,2,4480,8
12432,12.01923076923077,2.486507931154974,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,2.25,3.375,5.0625,5520,17,770,4
12433,6.0576923076923075,1.8013289202442058,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.5,2.7225,4.492125,7.41200625,4230,14,7690,16
12439,8.653846153846153,2.158003864182938,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.84,10.648,23.4256,8965,21,1e+05,6
12442,13.736263736263735,2.6200393237794968,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,8.41,24.389,70.7281,9620,22,4470,8
12449,6.923076923076923,1.9348603128687283,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.21,1.331,1.4641,310,1,8680,20
12459,19.71153846153846,2.981204172991081,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.21,1.331,1.4641,7210,20,6170,10
12463,13.75,2.6210388241125804,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,9.0,27.0,81.0,5000,17,7870,17
12468,9.068627450980392,2.2048209242281542,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.5,2.7225,4.492125,7.41200625,4110,13,8680,20
12469,13.461538461538462,2.5998366164619773,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.5,3.0625,5.359375,9.37890625,4000,13,8680,20
12475,18.26923076923077,2.905218266013159,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,2330,8,7860,17
12483,28.846153846153847,3.361976668508874,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.04,0.008,0.0016,2040,6,9160,21
12484,14.423076923076923,2.668829487948929,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,2.25,3.375,5.0625,2320,8,7860,17
12485,46.15384615384615,3.8319802977546096,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.64,0.512,0.4096,20,1,3570,6
12513,19.110576923076923,2.950241947387114,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,10.89,35.937,118.5921,2040,6,9160,21
12522,14.423076923076923,2.668829487948929,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,5700,17,7070,13
12539,21.923076923076923,3.0875398228071136,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.44,1.728,2.0736,9130,22,5680,9
12547,16.987179487179485,2.832458911730731,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.16,0.064,0.0256,8140,21,8870,21
12548,21.978021978021978,3.0900429530252325,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.44,1.728,2.0736,2630,9,5170,9
12569,13.221153846153847,2.5818181109592993,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0,13.69,50.653,187.4161,350,1,8270,18
12570,8.653846153846153,2.158003864182938,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,7.29,19.683,53.1441,4020,13,8680,20
12578,12.01923076923077,2.486507931154974,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,5.76,13.824,33.1776,5700,17,9480,22
12587,26.223776223776223,3.266666488704549,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.81,0.729,0.6561,6440,19,8870,21
12597,57.26495726495727,4.047688870581301,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,2.89,4.913,8.3521,3730,12,9470,22
12605,31.196581196581196,3.440308511778781,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,0.5625,0.421875,0.31640625,800,2,3190,6
12606,13.846153846153847,2.6280074934286737,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.04,0.008,0.0016,310,1,8680,20
12607,13.461538461538462,2.5998366164619773,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,2010,6,8370,18
12612,9.89010989010989,2.2915352568074607,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,2.25,3.375,5.0625,4040,13,9170,21
12617,16.826923076923077,2.822980167776187,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,4620,15,8570,19
12624,42.78846153846154,3.756268476018913,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,3.61,6.859,13.0321,7410,20,570,3
12627,17.0,2.833213344056216,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.44,1.728,2.0736,7210,20,4680,9
12629,9.245562130177515,2.224143666687483,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,6.25,15.625,39.0625,4220,14,5380,9
12633,27.884615384615383,3.3280751168331926,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,3300,10,8180,18
12634,31.80473372781065,3.45961513807279,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,6200,19,770,4
12635,9.935897435897436,2.296154202663755,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,20,1,5380,9
12636,19.23076923076923,2.9565115604007097,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,3300,10,8190,18
12640,20.432692307692307,3.0171361822171443,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,1.96,2.744,3.8416,1740,5,7290,14
12651,23.076923076923077,3.138833117194664,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.96,2.744,3.8416,160,1,3080,6
12667,29.807692307692307,3.3947664913318647,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,4700,16,4770,9
12687,11.834319526627219,2.4710037446190087,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.5,0.9025,0.857375,0.81450625,3740,12,9470,22
12688,8.173076923076923,2.1008454503429896,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.5,1.3225,1.520875,1.74900625,5700,17,770,4
12691,12.0,2.4849066497880004,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.89,4.913,8.3521,5400,17,8190,18
12697,26.923076923076923,3.2929837970219227,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.81,0.729,0.6561,7410,20,570,3
12705,28.846153846153847,3.361976668508874,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,0.4225,0.274625,0.17850625,1e+05,19,490,2
12710,16.826923076923077,2.822980167776187,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.44,1.728,2.0736,5620,17,4970,9
12711,24.03846153846154,3.1796551117149194,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,3.24,5.832,10.4976,2000,6,8370,18
12716,8.884615384615385,2.1843211725003115,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,3.24,5.832,10.4976,5400,17,8190,18
12722,24.03846153846154,3.1796551117149194,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,12.25,42.875,150.0625,4700,16,5380,9
12726,27.444444444444443,3.312163759291758,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,8140,21,8870,21
12727,17.307692307692307,2.8511510447428834,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.44,1.728,2.0736,4030,13,8680,20
12731,7.836538461538462,2.05879721409949,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.44,1.728,2.0736,4760,16,5275,9
12732,10.096153846153847,2.3121545440101965,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,4620,15,8290,18
12733,10.096153846153847,2.3121545440101965,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,4620,15,8290,18
12734,17.521367521367523,2.863421137334698,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.04,0.008,0.0016,565,2,490,2
12736,29.807692307692307,3.3947664913318647,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,2630,9,7290,14
12752,17.307692307692307,2.8511510447428834,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,0.7225,0.614125,0.52200625,4020,13,8270,18
12753,28.846153846153847,3.361976668508874,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,2.25,3.375,5.0625,220,1,770,4
12755,11.726078799249532,2.461815318564603,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.5,1.8225,2.460375,3.32150625,4700,16,4795,9
12758,13.942307692307692,2.634927936273247,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,9620,22,1370,5
12759,14.423076923076923,2.668829487948929,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.81,0.729,0.6561,7750,21,3080,6
12764,10.576923076923077,2.358674559645089,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,16.81,68.921,282.5761,9620,22,1090,5
12773,38.46153846153846,3.649658740960655,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,0.4225,0.274625,0.17850625,160,1,9190,21
12774,7.6923076923076925,2.0402208285265546,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.84,10.648,23.4256,5620,17,5380,9
12775,19.23076923076923,2.9565115604007097,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,3500,10,8270,18
12776,26.442307692307693,3.274965291519244,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,7210,20,770,4
12780,14.285714285714286,2.659260036932778,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.5,0.9025,0.857375,0.81450625,4400,15,8590,19
12782,18.75,2.9311937524164198,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,5.76,13.824,33.1776,5620,17,3570,6
12786,8.533653846153847,2.144017622208198,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2.56,4.096,6.5536,5610,17,3990,6
12833,41.21923076923077,3.7189049136974694,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.89,4.913,8.3521,7020,20,6680,11
12836,19.23076923076923,2.9565115604007097,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,5520,17,9470,22
12840,13.942307692307692,2.634927936273247,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,9.61,29.791,92.3521,4020,13,5090,9
12851,10.096153846153847,2.3121545440101965,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,0.3025,0.166375,0.09150625,4620,15,8290,18
12857,8.653846153846153,2.158003864182938,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,2.25,3.375,5.0625,7315,20,770,4
12867,14.022435897435898,2.6406586109822325,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.125,0.0625,9620,22,9370,22
12869,19.23076923076923,2.9565115604007097,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.81,0.729,0.6561,50,1,1370,5
12870,16.826923076923077,2.822980167776187,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.89,4.913,8.3521,4760,16,4670,9
12871,7.0509615384615385,1.953163995958381,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,1.21,1.331,1.4641,340,1,8660,20
12876,24.03846153846154,3.1796551117149194,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,4700,16,5070,9
12884,7.211538461538462,1.9756823073889835,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,8.41,24.389,70.7281,5700,17,380,2
12886,38.07692307692308,3.6396084051071536,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.44,1.728,2.0736,6200,19,770,4
12895,9.615384615384615,2.2633643798407643,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.125,0.0625,8140,21,3570,6
12904,10.43956043956044,2.3456024780777365,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.125,0.0625,4020,13,8680,20
12908,10.0,2.302585092994046,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,8965,21,2880,6
12913,25.0,3.2188758248682006,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,1550,4,1070,5
12915,8.764423076923077,2.170700694977345,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,13.69,50.653,187.4161,4750,16,4670,9
12917,19.0,2.9444389791664403,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,6.25,15.625,39.0625,6520,19,2390,5
12924,21.634615384615383,3.074294596057093,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,12.25,42.875,150.0625,120,1,6870,12
12925,11.057692307692308,2.403126322215923,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,6.76,17.576,45.6976,8140,21,3170,6
12946,16.722408026755854,2.816749618025551,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,0.2025,0.091125,0.04100625,8965,21,2390,5
12956,23.076923076923077,3.138833117194664,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1.44,1.728,2.0736,2200,8,7870,17
12957,26.442307692307693,3.274965291519244,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,2.56,4.096,6.5536,4700,16,4970,9
12975,10.576923076923077,2.358674559645089,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,10.24,32.768,104.8576,4230,14,8660,20
12976,21.53846153846154,3.069840245707713,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,6230,19,770,4
12979,10.384615384615385,2.340325420976893,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.81,0.729,0.6561,4710,16,8770,21
12980,14.23076923076923,2.655406467616788,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,9.0,27.0,81.0,1e+05,20,490,2
12985,25.0,3.2188758248682006,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,9.0,27.0,81.0,100,1,670,3
12992,28.846153846153847,3.361976668508874,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.5,4.6225,9.938375,21.36750625,6840,19,380,2
12994,32.05128205128205,3.4673371841667002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,5.76,13.824,33.1776,630,2,490,2
13006,27.972027972027973,3.3312050098421206,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,2.89,4.913,8.3521,3255,10,8270,18
13007,7.051282051282051,1.953209451536925,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,4.41,9.261,19.4481,4000,13,8680,20
13008,15.384615384615385,2.7333680090865,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,9130,22,4970,9
13009,8.653846153846153,2.158003864182938,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,4610,15,8290,18
13016,42.30769230769231,3.74496892076498,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.44,1.728,2.0736,430,1,7290,14
13017,78.07692307692308,4.357694534014351,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,9.61,29.791,92.3521,50,1,3960,6
13022,55.55555555555556,4.017383521085972,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,1.96,2.744,3.8416,430,1,6990,12
13023,24.03846153846154,3.1796551117149194,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.09,0.027,0.0081,430,1,8190,18
13024,19.23076923076923,2.9565115604007097,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.5,2.7225,4.492125,7.41200625,20,1,2570,6
13025,14.957264957264957,2.7051971321198036,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,8.41,24.389,70.7281,8965,21,2490,6
13026,13.354700854700855,2.5918684468128004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,4020,13,8290,18
13029,12.336719883889696,2.5125801714647493,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,6.76,17.576,45.6976,5400,17,7270,14
13035,12.692307692307692,2.540996116439044,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,0.1225,0.042875,0.01500625,310,1,8680,20
13040,10.576923076923077,2.358674559645089,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,3.24,5.832,10.4976,4710,16,8770,21
13042,13.942307692307692,2.634927936273247,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,0.1225,0.042875,0.01500625,3030,10,8190,18
13046,19.23076923076923,2.9565115604007097,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,6355,19,770,4
13052,9.210526315789474,2.2203469947570738,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,10.89,35.937,118.5921,650,2,8680,20
13057,15.384615384615385,2.7333680090865,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,2.56,4.096,6.5536,5700,17,6870,12
13061,21.634615384615383,3.074294596057093,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,0.3025,0.166375,0.09150625,4740,16,7080,13
13074,21.634615384615383,3.074294596057093,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,4.84,10.648,23.4256,7630,20,7070,13
13077,18.54442970822281,2.920169458687787,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.89,4.913,8.3521,137,1,7680,16
13079,13.663967611336032,2.614762266678653,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.21,1.331,1.4641,3255,10,8090,18
13086,20.384615384615383,3.0147804685246853,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5,1.5625,1.953125,2.44140625,4700,16,5090,9
13088,6.28698224852071,1.8384811858754984,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.5,3.8025,7.414875,14.45900625,4020,13,8680,20
13092,11.538461538461538,2.445685936634719,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,5.76,13.824,33.1776,4700,16,4970,9
13096,24.96153846153846,3.217336178682608,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.001,0.0001,4020,13,8680,20
13102,17.521367521367523,2.863421137334698,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,1.96,2.744,3.8416,420,1,8380,18
13103,19.71153846153846,2.981204172991081,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.81,0.729,0.6561,430,1,8290,18
13105,11.773940345368917,2.4658886439522383,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.21,1.331,1.4641,4740,16,6390,10
13110,23.076923076923077,3.138833117194664,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.04,0.008,0.0016,4850,16,4580,8
13112,19.71153846153846,2.981204172991081,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.36,0.216,0.1296,420,1,8370,18
13113,14.423076923076923,2.668829487948929,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.49,0.343,0.2401,2300,8,8470,18
13118,11.538461538461538,2.445685936634719,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.64,0.512,0.4096,9620,22,4580,8
13122,22.0,3.091042453358316,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.16,0.064,0.0256,220,1,770,4
13125,81.19658119658119,4.396873142790876,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,5.29,12.167,27.9841,350,1,8190,18
