"","wage","lwage","sex","shs","hsg","scl","clg","ad","mw","so","we","ne","exp1","exp2","exp3","exp4","occ","occ2","ind","ind2"
"14992",21.6346153846154,3.07429459605709,0,0,0,0,1,0,0,1,0,0,33,10.89,35.937,118.5921,"3255","10","8190","18"
"14998",28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,1,0,0,12,1.44,1.728,2.0736,"6230","19","770","4"
"15002",19.7115384615385,2.98120417299108,0,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,"2145","7","7270","14"
"15003",13.4615384615385,2.59983661646198,0,0,0,0,1,0,0,1,0,0,3,0.09,0.027,0.0081,"5920","17","7280","14"
"15015",16.4835164835165,2.80236088057345,0,0,1,0,0,0,0,1,0,0,14,1.96,2.744,3.8416,"9620","22","7580","16"
"15034",7.21153846153846,1.97568230738898,1,0,1,0,0,0,0,1,0,0,15,2.25,3.375,5.0625,"9620","22","3190","6"
"15061",24.6153846153846,3.20337163833224,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"735","2","3070","6"
"15071",16.3461538461538,2.79399263090294,0,0,1,0,0,0,0,1,0,0,12,1.44,1.728,2.0736,"5530","17","670","3"
"15072",16.3461538461538,2.79399263090294,1,0,0,1,0,0,0,1,0,0,5,0.25,0.125,0.0625,"5520","17","9470","22"
"15073",20.1923076923077,3.00530172457014,0,0,1,0,0,0,0,1,0,0,19,3.61,6.859,13.0321,"2600","9","7490","14"
"15083",14.4230769230769,2.66882948794893,0,0,1,0,0,0,0,1,0,0,7,0.49,0.343,0.2401,"8030","21","2880","6"
"15101",10.0961538461538,2.3121545440102,0,1,0,0,0,0,0,1,0,0,13,1.69,2.197,2.8561,"7315","20","770","4"
"15104",19.2307692307692,2.95651156040071,1,0,1,0,0,0,0,1,0,0,29,8.41,24.389,70.7281,"5700","17","5580","9"
"15105",7.21153846153846,1.97568230738898,0,0,1,0,0,0,0,1,0,0,23,5.29,12.167,27.9841,"4050","13","8680","20"
"15107",28.8461538461538,3.36197666850887,0,0,0,0,1,0,0,1,0,0,10,1,1,1,"2630","9","7370","14"
"15108",21.6346153846154,3.07429459605709,1,0,1,0,0,0,0,1,0,0,24,5.76,13.824,33.1776,"5860","17","9570","22"
"15114",25,3.2188758248682,1,0,0,1,0,0,0,1,0,0,10.5,1.1025,1.157625,1.21550625,"120","1","6890","12"
"15158",15.1627218934911,2.71883990852359,0,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"2160","7","7270","14"
"15159",16.3461538461538,2.79399263090294,0,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"50","1","7270","14"
"15163",21.6346153846154,3.07429459605709,1,0,1,0,0,0,0,1,0,0,10,1,1,1,"4510","15","8980","21"
"15193",12.0192307692308,2.48650793115497,0,0,1,0,0,0,0,1,0,0,12,1.44,1.728,2.0736,"5300","17","8660","20"
"15198",33.4615384615385,3.51039667362715,0,0,0,1,0,0,0,1,0,0,14,1.96,2.744,3.8416,"3850","12","9470","22"
"15199",26.4423076923077,3.27496529151924,1,0,0,0,0,1,0,1,0,0,2,0.04,0.008,0.0016,"2310","8","7860","17"
"15207",14.4230769230769,2.66882948794893,0,0,1,0,0,0,0,1,0,0,6,0.36,0.216,0.1296,"8650","21","2290","5"
"15210",7.69230769230769,2.04022082852655,0,0,0,1,0,0,0,1,0,0,27,7.29,19.683,53.1441,"5300","17","8660","20"
"15212",7.21153846153846,1.97568230738898,0,1,0,0,0,0,0,1,0,0,27,7.29,19.683,53.1441,"9130","22","5090","9"
"15214",23.0769230769231,3.13883311719466,0,0,1,0,0,0,0,1,0,0,21,4.41,9.261,19.4481,"6200","19","770","4"
"15238",11.5384615384615,2.44568593663472,0,0,1,0,0,0,0,1,0,0,15,2.25,3.375,5.0625,"8810","21","8770","21"
"15240",25,3.2188758248682,0,0,1,0,0,0,0,1,0,0,35,12.25,42.875,150.0625,"8140","21","2980","6"
"15253",15,2.70805020110221,0,0,1,0,0,0,0,1,0,0,30,9,27,81,"1420","4","670","3"
"15257",33.3333333333333,3.50655789731998,1,0,0,0,0,1,0,1,0,0,21,4.41,9.261,19.4481,"230","1","7860","17"
"15263",10.5769230769231,2.35867455964509,0,0,1,0,0,0,0,1,0,0,27,7.29,19.683,53.1441,"4220","14","7870","17"
"15268",50.4337606837607,3.92066080566123,0,0,0,1,0,0,0,1,0,0,20,4,8,16,"1020","3","3580","6"
"15270",48.0769230769231,3.87280229227486,0,0,0,0,1,0,0,1,0,0,7,0.49,0.343,0.2401,"4760","16","4870","9"
"15272",46.6346153846154,3.84234308479016,1,0,0,0,1,0,0,1,0,0,27,7.29,19.683,53.1441,"3255","10","8190","18"
"15275",9.61538461538461,2.26336437984076,0,0,1,0,0,0,0,1,0,0,7,0.49,0.343,0.2401,"6355","19","770","4"
"15276",33.6538461538462,3.51612734833613,0,0,0,0,1,0,0,1,0,0,10,1,1,1,"1006","3","9590","22"
"15287",36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,1,0,0,19,3.61,6.859,13.0321,"5400","17","4670","9"
"15288",24.0384615384615,3.17965511171492,0,0,0,1,0,0,0,1,0,0,17.5,3.0625,5.359375,9.37890625,"7210","20","8770","21"
"15289",74.5192307692308,4.31105722320602,0,0,0,1,0,0,0,1,0,0,10.5,1.1025,1.157625,1.21550625,"910","2","6870","12"
"15295",18.2692307692308,2.90521826601316,0,0,1,0,0,0,0,1,0,0,14,1.96,2.744,3.8416,"6220","19","770","4"
"15299",27.4038461538462,3.31068337412132,1,0,1,0,0,0,0,1,0,0,23,5.29,12.167,27.9841,"5000","17","9470","22"
"15321",8.84,2.17928687664955,1,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"4700","16","4970","9"
"15323",52.8846153846154,3.96811247207919,0,0,0,0,0,1,0,1,0,0,31,9.61,29.791,92.3521,"350","1","8180","18"
"15324",85.4700854700855,4.44816643717843,1,0,0,0,1,0,0,1,0,0,34,11.56,39.304,133.6336,"50","1","6480","11"
"15325",85.4700854700855,4.44816643717843,1,0,0,0,1,0,0,1,0,0,34,11.56,39.304,133.6336,"50","1","6480","11"
"15338",8.41346153846154,2.12983298721624,1,0,0,1,0,0,0,1,0,0,6.5,0.4225,0.274625,0.17850625,"4700","16","5570","9"
"15350",48.0769230769231,3.87280229227486,0,0,1,0,0,0,0,1,0,0,31,9.61,29.791,92.3521,"8740","21","3390","6"
"15354",12.0192307692308,2.48650793115497,1,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"5160","17","6870","12"
"15355",33.6538461538462,3.51612734833613,0,0,0,0,1,0,0,1,0,0,8,0.64,0.512,0.4096,"600","2","770","4"
"15362",40.8653846153846,3.71028336277709,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"430","1","7870","17"
"15366",12.9807692307692,2.5634689722911,1,0,1,0,0,0,0,1,0,0,37,13.69,50.653,187.4161,"5620","17","1680","5"
"15371",72.1153846153846,4.27826740038303,0,0,0,0,0,1,0,1,0,0,35,12.25,42.875,150.0625,"350","1","8180","18"
"15385",21.6346153846154,3.07429459605709,1,0,1,0,0,0,0,1,0,0,13,1.69,2.197,2.8561,"430","1","6690","11"
"15395",33.6538461538462,3.51612734833613,0,0,0,0,1,0,0,1,0,0,4,0.16,0.064,0.0256,"4965","16","7380","14"
"15396",28.8461538461538,3.36197666850887,1,0,0,0,1,0,0,1,0,0,3,0.09,0.027,0.0081,"4965","16","7380","14"
"15397",32.6923076923077,3.48713981146288,1,0,0,0,0,1,0,1,0,0,2,0.04,0.008,0.0016,"2320","8","7860","17"
"15399",16.8269230769231,2.82298016777619,1,0,0,0,1,0,0,1,0,0,3,0.09,0.027,0.0081,"2830","9","1990","5"
"15407",18.2701923076923,2.90527089620711,0,0,0,0,0,1,0,1,0,0,26,6.76,17.576,45.6976,"1220","3","7860","17"
"15412",38.4615384615385,3.64965874096066,1,0,0,0,1,0,0,1,0,0,34,11.56,39.304,133.6336,"430","1","3580","6"
"15428",15.0480769230769,2.71125020383288,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"1820","5","7860","17"
"15436",19.2307692307692,2.95651156040071,1,0,0,1,0,0,0,1,0,0,23.5,5.5225,12.977875,30.49800625,"3510","10","8190","18"
"15438",19.2307692307692,2.95651156040071,0,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"630","2","7580","16"
"15439",24.0384615384615,3.17965511171492,1,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"4800","16","6680","11"
"15465",6.59340659340659,1.8860701486993,1,0,0,1,0,0,0,1,0,0,16,2.56,4.096,6.5536,"2540","8","7860","17"
"15466",7.21153846153846,1.97568230738898,1,0,0,1,0,0,0,1,0,0,5,0.25,0.125,0.0625,"4600","15","8470","18"
"15469",13.663967611336,2.61476226667865,1,0,0,1,0,0,0,1,0,0,12.5,1.5625,1.953125,2.44140625,"2200","8","7860","17"
"15481",17.3076923076923,2.85115104474288,1,0,0,0,1,0,0,1,0,0,3,0.09,0.027,0.0081,"2010","6","8370","18"
"15482",17.7884615384615,2.878550018931,1,0,0,0,1,0,0,1,0,0,5,0.25,0.125,0.0625,"2000","6","8090","18"
"15486",29.8076923076923,3.39476649133186,0,0,0,0,1,0,0,1,0,0,11,1.21,1.331,1.4641,"1107","3","7380","14"
"15508",20.6730769230769,3.02883222198034,1,0,1,0,0,0,0,1,0,0,20,4,8,16,"5400","17","7980","18"
"15514",17.7403846153846,2.87584365733326,0,0,0,0,1,0,0,1,0,0,34,11.56,39.304,133.6336,"5000","17","8570","19"
"15515",31.25,3.44201937618241,0,0,0,0,1,0,0,1,0,0,9,0.81,0.729,0.6561,"2825","9","7870","17"
"15551",23.0769230769231,3.13883311719466,0,0,0,1,0,0,0,1,0,0,39,15.21,59.319,231.3441,"9130","22","4690","9"
"15552",14.4230769230769,2.66882948794893,0,0,0,1,0,0,0,1,0,0,12.5,1.5625,1.953125,2.44140625,"3800","12","9470","22"
"15554",19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,1,0,0,4.5,0.2025,0.091125,0.04100625,"5520","17","9470","22"
"15556",26.3168016194332,3.27020758005459,1,0,0,0,0,1,0,1,0,0,22,4.84,10.648,23.4256,"630","2","7870","17"
"15558",16.8269230769231,2.82298016777619,0,0,0,1,0,0,0,1,0,0,41,16.81,68.921,282.5761,"310","1","8680","20"
"15565",7.88461538461539,2.06491344111693,0,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"5810","17","6070","10"
"15571",24.0384615384615,3.17965511171492,0,0,1,0,0,0,0,1,0,0,11,1.21,1.331,1.4641,"4220","14","6390","10"
"15576",19.2307692307692,2.95651156040071,0,0,1,0,0,0,0,1,0,0,29,8.41,24.389,70.7281,"6260","19","770","4"
"15588",12.0192307692308,2.48650793115497,0,0,1,0,0,0,0,1,0,0,29,8.41,24.389,70.7281,"6440","19","770","4"
"15590",21.6346153846154,3.07429459605709,1,0,0,0,0,1,0,1,0,0,19,3.61,6.859,13.0321,"2310","8","7860","17"
"15591",16.8269230769231,2.82298016777619,0,0,1,0,0,0,0,1,0,0,44,19.36,85.184,374.8096,"5620","17","4990","9"
"15594",24.0384615384615,3.17965511171492,0,1,0,0,0,0,0,1,0,0,9,0.81,0.729,0.6561,"9620","22","4880","9"
"15601",22.2222222222222,3.10109278921182,1,0,0,1,0,0,0,1,0,0,5.5,0.3025,0.166375,0.09150625,"4510","15","8980","21"
"15602",17.3076923076923,2.85115104474288,0,0,1,0,0,0,0,1,0,0,13,1.69,2.197,2.8561,"8740","21","7290","14"
"15614",16.3461538461538,2.79399263090294,1,0,1,0,0,0,0,1,0,0,6,0.36,0.216,0.1296,"3648","11","7480","14"
"15623",33.2840236686391,3.50507751214955,0,0,0,0,0,1,0,1,0,0,1,0.01,0.001,1e-04,"1005","3","9570","22"
"15628",19.2307692307692,2.95651156040071,0,0,0,1,0,0,0,1,0,0,30.5,9.3025,28.372625,86.53650625,"4220","14","9570","22"
"15635",29.8076923076923,3.39476649133186,1,0,0,0,1,0,0,1,0,0,17,2.89,4.913,8.3521,"3255","10","8190","18"
"15637",14.8571428571429,2.69848075008606,0,0,0,1,0,0,0,1,0,0,5,0.25,0.125,0.0625,"4250","14","7770","16"
"15639",27.7777777777778,3.32423634052603,0,0,0,0,0,1,0,1,0,0,2,0.04,0.008,0.0016,"1530","4","7290","14"
"15641",22.5961538461538,3.11777970799683,0,0,0,0,1,0,0,1,0,0,21,4.41,9.261,19.4481,"1050","3","7380","14"
"15645",37.8173076923077,3.63276687329044,0,0,0,0,0,1,0,1,0,0,4,0.16,0.064,0.0256,"2100","7","7270","14"
"15655",21.3675213675214,3.06187207605854,0,0,0,1,0,0,0,1,0,0,10.5,1.1025,1.157625,1.21550625,"2810","9","6670","11"
"15677",14.55625,2.67802045465051,0,0,0,0,0,1,0,1,0,0,1,0.01,0.001,1e-04,"5240","17","7380","14"
"15681",33.2167832167832,3.50305526676878,1,0,0,0,1,0,0,1,0,0,10,1,1,1,"430","1","7770","16"
"15690",26.4423076923077,3.27496529151924,0,0,0,0,1,0,0,1,0,0,3,0.09,0.027,0.0081,"120","1","6870","12"
"15691",8.41346153846154,2.12983298721624,1,0,0,1,0,0,0,1,0,0,10,1,1,1,"4700","16","5570","9"
"15695",8.17307692307692,2.10084545034299,0,0,1,0,0,0,0,1,0,0,5,0.25,0.125,0.0625,"4430","15","8590","19"
"15696",30.7692307692308,3.42651518964645,0,0,0,0,1,0,0,1,0,0,5,0.25,0.125,0.0625,"540","2","6990","12"
"15698",19.7115384615385,2.98120417299108,0,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"2145","7","7270","14"
"15703",24.0384615384615,3.17965511171492,1,0,0,1,0,0,0,1,0,0,16.5,2.7225,4.492125,7.41200625,"220","1","770","4"
"15734",33.6538461538462,3.51612734833613,1,0,0,1,0,0,0,1,0,0,3.5,0.1225,0.042875,0.01500625,"410","1","7070","13"
"15735",25.9615384615385,3.25661615285105,1,0,0,0,1,0,0,1,0,0,37,13.69,50.653,187.4161,"2430","8","9570","22"
"15738",28.8461538461538,3.36197666850887,0,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,"150","1","9480","22"
"15739",12,2.484906649788,0,0,1,0,0,0,0,1,0,0,10,1,1,1,"6520","19","770","4"
"15745",65.3846153846154,4.18028699202283,0,0,0,0,0,1,0,1,0,0,12,1.44,1.728,2.0736,"2100","7","7270","14"
"15749",35.5769230769231,3.57169719949094,1,0,0,0,1,0,0,1,0,0,10,1,1,1,"910","2","6890","12"
"15750",42.0673076923077,3.73927089965034,0,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,"2100","7","7270","14"
"15754",48.7179487179487,3.88604751902489,0,0,0,0,0,1,0,1,0,0,2,0.04,0.008,0.0016,"2100","7","9390","22"
"15755",18.75,2.93119375241642,1,0,0,0,0,1,0,1,0,0,32,10.24,32.768,104.8576,"725","2","6780","11"
"15756",26.9230769230769,3.29298379702192,1,0,0,0,0,1,0,1,0,0,5,0.25,0.125,0.0625,"120","1","9370","22"
"15757",42.7884615384615,3.75626847601891,1,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,"430","1","9370","22"
"15758",43.1623931623932,3.76496958747165,1,0,0,0,0,1,0,1,0,0,25,6.25,15.625,39.0625,"136","1","9170","21"
"15760",38.4625,3.64968374064816,1,0,0,0,1,0,0,1,0,0,10,1,1,1,"420","1","9170","21"
"15761",28.0769230769231,3.33494799612095,1,0,0,0,1,0,0,1,0,0,9,0.81,0.729,0.6561,"2825","9","9190","21"
"15763",14.4230769230769,2.66882948794893,1,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"2830","9","6470","11"
"15764",60.0961538461538,4.09594584358907,0,0,0,0,1,0,0,1,0,0,13,1.69,2.197,2.8561,"430","1","7460","14"
"15765",15.3846153846154,2.7333680090865,0,0,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,"1240","3","6870","12"
"15767",34.1346153846154,3.53031198332809,1,0,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,"1240","3","9570","22"
"15768",48.5576923076923,3.88275262312803,0,0,0,0,0,1,0,1,0,0,7,0.49,0.343,0.2401,"1020","3","9570","22"
"15769",47.1153846153846,3.85259958495735,1,0,0,0,0,1,0,1,0,0,12,1.44,1.728,2.0736,"430","1","9370","22"
"15773",28.8461538461538,3.36197666850887,1,0,0,0,0,1,0,1,0,0,4,0.16,0.064,0.0256,"1650","5","9480","22"
"15777",36.0576923076923,3.58512021982308,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"2100","7","9470","22"
"15778",17.9487179487179,2.88751868891376,1,0,0,0,0,1,0,1,0,0,22,4.84,10.648,23.4256,"2100","7","7270","14"
"15779",25.6410256410256,3.24419363285249,1,0,0,0,1,0,0,1,0,0,21,4.41,9.261,19.4481,"4920","16","7070","13"
"15782",27.4038461538462,3.31068337412132,0,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,"1650","5","7460","14"
"15783",48.0769230769231,3.87280229227486,0,0,0,0,1,0,0,1,0,0,3,0.09,0.027,0.0081,"1010","3","7290","14"
"15785",32.0512820512821,3.4673371841667,1,0,0,0,1,0,0,1,0,0,10,1,1,1,"3255","10","8190","18"
"15786",62.5,4.13516655674236,0,0,0,0,0,1,0,1,0,0,5,0.25,0.125,0.0625,"2100","7","7270","14"
"15791",30.9615384615385,3.43274573939708,0,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,"230","1","7890","17"
"15792",35.5769230769231,3.57169719949094,1,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"4800","16","6680","11"
"15793",39.4230769230769,3.67435135355103,1,0,0,0,0,1,0,1,0,0,13,1.69,2.197,2.8561,"710","2","7390","14"
"15803",48.7217948717949,3.88612646327713,1,0,0,0,1,0,0,1,0,0,12,1.44,1.728,2.0736,"800","2","6480","11"
"15805",28.0665280665281,3.33457769432076,1,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"5700","17","7980","18"
"15808",24.0384615384615,3.17965511171492,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"2000","6","7890","17"
"15809",26.9230769230769,3.29298379702192,0,0,0,0,1,0,0,1,0,0,21,4.41,9.261,19.4481,"850","2","6970","12"
"15810",23.5042735042735,3.15718225586286,1,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,"1e+05","2","8560","19"
"15811",33.1730769230769,3.50173861088403,1,0,0,0,1,0,0,1,0,0,4,0.16,0.064,0.0256,"1220","3","7490","14"
"15812",32.6923076923077,3.48713981146288,1,0,0,0,0,1,0,1,0,0,5,0.25,0.125,0.0625,"430","1","8560","19"
"15813",25.6410256410256,3.24419363285249,1,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"136","1","7580","16"
"15814",18.3760683760684,2.91104918632395,1,0,0,0,1,0,0,1,0,0,3,0.09,0.027,0.0081,"2160","7","9370","22"
"15815",24.7863247863248,3.21029208117681,1,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"40","1","7470","14"
"15818",24.0384615384615,3.17965511171492,0,0,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,"2300","8","7860","17"
"15820",18.75,2.93119375241642,1,0,0,0,0,1,0,1,0,0,2,0.04,0.008,0.0016,"430","1","7890","17"
"15821",66.4335664335664,4.19620244732872,0,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,"10","1","7070","13"
"15822",34.965034965035,3.55434856115633,0,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,"735","2","6890","12"
"15823",126.923076923077,4.84358120943309,1,0,0,0,0,1,0,1,0,0,29,8.41,24.389,70.7281,"136","1","9590","22"
"15824",31.9230769230769,3.46332916276916,1,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"710","2","7390","14"
"15827",41.8803418803419,3.73481654930096,1,0,0,0,0,1,0,1,0,0,8,0.64,0.512,0.4096,"1020","3","9380","22"
"15830",52.8846153846154,3.96811247207919,1,0,0,0,1,0,0,1,0,0,7,0.49,0.343,0.2401,"10","1","9190","21"
"15833",61.5384615384615,4.11966237020639,1,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,"1800","5","9590","22"
"15835",34.6153846153846,3.54429822530283,0,0,0,0,1,0,0,1,0,0,13,1.69,2.197,2.8561,"7020","20","9470","22"
"15836",22.2222222222222,3.10109278921182,1,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"2016","6","9170","21"
"15837",33.5511982570806,3.51307257834118,1,0,0,0,0,1,0,1,0,0,8,0.64,0.512,0.4096,"230","1","7860","17"
"15839",27.7777777777778,3.32423634052603,0,0,0,0,0,1,0,1,0,0,6,0.36,0.216,0.1296,"1800","5","9570","22"
"15840",45.6730769230769,3.82150899788731,0,0,0,0,1,0,0,1,0,0,9,0.81,0.729,0.6561,"2825","9","6870","12"
"15843",39.3162393162393,3.67163764767943,0,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,"1800","5","9570","22"
"15844",19.2307692307692,2.95651156040071,0,0,0,0,0,1,0,1,0,0,21,4.41,9.261,19.4481,"110","1","690","3"
"15853",24.0384615384615,3.17965511171492,0,0,0,0,1,0,0,1,0,0,3,0.09,0.027,0.0081,"1e+05","4","3680","6"
"15854",28.0769230769231,3.33494799612095,1,0,0,0,1,0,0,1,0,0,5,0.25,0.125,0.0625,"2825","9","9190","21"
"15855",51.9240384615385,3.94978185175805,1,0,0,0,0,1,0,1,0,0,10,1,1,1,"1650","5","7460","14"
"15856",61.5384615384615,4.11966237020639,0,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,"1860","5","9570","22"
"15861",44.7115384615385,3.80023159944003,1,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,"1310","4","9590","22"
"15870",40.8653846153846,3.71028336277709,1,0,0,0,0,1,0,1,0,0,37,13.69,50.653,187.4161,"430","1","6690","11"
"15871",33.6538461538462,3.51612734833613,0,0,0,1,0,0,0,1,0,0,40.5,16.4025,66.430125,269.04200625,"7010","20","6390","10"
"15872",19.2307692307692,2.95651156040071,1,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"2145","7","7270","14"
"15873",16.5659340659341,2.80734842208449,1,0,0,0,0,1,0,1,0,0,7,0.49,0.343,0.2401,"430","1","7590","16"
"15874",39.8076923076923,3.68406016767799,0,0,0,0,0,1,0,1,0,0,5,0.25,0.125,0.0625,"2100","7","7860","17"
"15875",11.5384615384615,2.44568593663472,0,0,0,0,1,0,0,1,0,0,5,0.25,0.125,0.0625,"2060","6","9160","21"
"15876",16.8269230769231,2.82298016777619,1,0,0,0,0,1,0,1,0,0,2,0.04,0.008,0.0016,"4720","16","8680","20"
"15877",16.8269230769231,2.82298016777619,1,0,0,0,1,0,0,1,0,0,4,0.16,0.064,0.0256,"4920","16","9370","22"
"15878",23.5576923076923,3.1594524043974,1,0,0,0,1,0,0,1,0,0,37,13.69,50.653,187.4161,"2830","9","6480","11"
"15879",20.6730769230769,3.02883222198034,1,0,0,0,1,0,0,1,0,0,6,0.36,0.216,0.1296,"710","2","7460","14"
"15880",18.2692307692308,2.90521826601316,0,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"630","2","9190","21"
"15884",44.2307692307692,3.78942068333581,0,0,0,0,0,1,0,1,0,0,5,0.25,0.125,0.0625,"710","2","7390","14"
"15885",62.5,4.13516655674236,0,0,0,0,0,1,0,1,0,0,9,0.81,0.729,0.6561,"1800","5","9590","22"
"15887",19.6581196581197,2.97849046711949,0,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"4810","16","6990","12"
"15890",36.9230769230769,3.6088367464404,0,0,0,0,1,0,0,1,0,0,38,14.44,54.872,208.5136,"420","1","9170","21"
"15891",38.4615384615385,3.64965874096066,1,0,0,0,0,1,0,1,0,0,16,2.56,4.096,6.5536,"2430","8","6770","11"
"15892",23.2692307692308,3.14713192000936,1,0,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,"2330","8","7860","17"
"15897",36.013986013986,3.58390736339787,0,0,0,0,1,0,0,1,0,0,17,2.89,4.913,8.3521,"5240","17","7280","14"
"15898",27.7777777777778,3.32423634052603,0,0,0,0,0,1,0,1,0,0,6,0.36,0.216,0.1296,"1240","3","7290","14"
"15901",38.9182692307692,3.66146378641042,0,0,0,0,0,1,0,1,0,0,10,1,1,1,"1240","3","9570","22"
"15902",62.9370629370629,4.14213522605845,1,0,0,0,0,1,0,1,0,0,32,10.24,32.768,104.8576,"2100","7","9470","22"
"15904",44.7115384615385,3.80023159944003,0,0,0,0,0,1,0,1,0,0,5,0.25,0.125,0.0625,"1360","4","7290","14"
"15908",20,2.99573227355399,1,0,0,0,0,1,0,1,0,0,10,1,1,1,"740","2","7390","14"
"15910",46.7032967032967,3.84381475540161,0,0,0,0,0,1,0,1,0,0,1,0.01,0.001,1e-04,"710","2","7390","14"
"15913",30.3418803418803,3.41252894767171,1,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"1340","4","9480","22"
"15914",9.375,2.23804657185647,1,0,0,0,0,1,0,1,0,0,31,9.61,29.791,92.3521,"2825","9","9590","22"
"15915",36.0576923076923,3.58512021982308,0,0,0,0,1,0,0,1,0,0,8,0.64,0.512,0.4096,"1020","3","9590","22"
"15918",14.7435897435897,2.6908083946677,1,0,0,0,1,0,0,1,0,0,2,0.04,0.008,0.0016,"10","1","9190","21"
"15919",32.6923076923077,3.48713981146288,0,0,0,0,0,1,0,1,0,0,4,0.16,0.064,0.0256,"430","1","770","4"
"15920",20.5128205128205,3.02105008153828,0,0,0,0,0,1,0,1,0,0,3,0.09,0.027,0.0081,"1640","5","8570","19"
"15921",30.7692307692308,3.42651518964645,1,0,0,0,0,1,0,1,0,0,6,0.36,0.216,0.1296,"10","1","9480","22"
"15922",28.8461538461538,3.36197666850887,0,0,1,0,0,0,0,1,0,0,13,1.69,2.197,2.8561,"1300","4","9170","21"
"15926",32.967032967033,3.4955080611334,0,0,0,0,1,0,0,1,0,0,20,4,8,16,"800","2","9590","22"
"15928",18.6153846153846,2.92398836869515,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"2830","9","9190","21"
"15930",28.8461538461538,3.36197666850887,0,0,0,0,0,1,0,1,0,0,4,0.16,0.064,0.0256,"1020","3","9590","22"
"15931",24.5192307692308,3.1994577390111,1,0,0,0,0,1,0,1,0,0,1,0.01,0.001,1e-04,"1860","5","9170","21"
"15932",42.3076923076923,3.74496892076498,0,0,0,0,1,0,0,1,0,0,26,6.76,17.576,45.6976,"5240","17","7470","14"
"15933",28.8461538461538,3.36197666850887,0,0,0,0,0,1,0,1,0,0,4,0.16,0.064,0.0256,"710","2","7390","14"
"15934",36.0576923076923,3.58512021982308,1,0,0,0,1,0,0,1,0,0,5,0.25,0.125,0.0625,"420","1","9190","21"
"15935",38.4615384615385,3.64965874096066,1,0,0,0,0,1,0,1,0,0,6,0.36,0.216,0.1296,"2100","7","9590","22"
"15936",50.4,3.91999117507732,0,0,0,0,1,0,0,1,0,0,11,1.21,1.331,1.4641,"420","1","9170","21"
"15938",30.3418803418803,3.41252894767171,0,0,0,0,1,0,0,1,0,0,7,0.49,0.343,0.2401,"4800","16","6480","11"
"15940",33.6538461538462,3.51612734833613,0,0,0,0,0,1,0,1,0,0,4,0.16,0.064,0.0256,"350","1","8080","18"
"15941",27.2435897435897,3.30481825466893,0,0,0,0,1,0,0,1,0,0,1,0.01,0.001,1e-04,"710","2","7390","14"
"15942",85.1648351648352,4.44458861583054,0,0,0,1,0,0,0,1,0,0,14,1.96,2.744,3.8416,"910","2","6870","12"
